log Kd (L/kg),log D (L/kg),molecular weight (g/mol),positive charges,negative charges,Log S (mol/L) at pH 7,number of aromatic rings,molecular volume  (cm3/mol/100),estimated log KOC  (L/kg),surface area (m2/g),O wt%,delta_PZCpH,PZC
4.71945559013257,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1003.0,0.57,-0.5,6.7
4.723988976618778,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,993.0,1.3,0.3999999999999994,7.6
4.725339815909737,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,945.0,1.5,-0.6000000000000005,6.6
4.735119634081872,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1047.0,1.65,-0.5,6.7
4.676876431973137,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,982.0,2.9,-0.7999999999999998,6.4
4.786502980070113,-0.93,266.25,0,1,-0.42,2,1.88,2.86,1054.0,0.6,0.3999999999999994,7.6
4.800132586550861,-0.93,266.25,0,1,-0.42,2,1.88,2.86,1003.0,0.57,-0.5,6.7
4.780929070636497,-0.93,266.25,0,1,-0.42,2,1.88,2.86,993.0,1.3,0.3999999999999994,7.6
4.774808830310706,-0.93,266.25,0,1,-0.42,2,1.88,2.86,945.0,1.5,-0.6000000000000005,6.6
4.8111726950665545,-0.93,266.25,0,1,-0.42,2,1.88,2.86,1047.0,1.65,-0.5,6.7
4.777172986839704,-0.93,266.25,0,1,-0.42,2,1.88,2.86,982.0,2.9,-0.7999999999999998,6.4
4.3,-1.22,214.039,0,1,-2.82,0,0.8705,1.81,1283.0,0.96,2.41,9.41
7.05,1.38,296.2,0,1,-1.3,2,2.07,2.66,1283.0,0.96,2.41,9.41
6.5,-0.93,266.25,0,1,-0.42,2,1.88,2.86,1283.0,0.96,2.41,9.41
4.6,-1.72,99.177,1,0,1.03,0,0.9452,2.1583624920952498,1283.0,0.96,2.41,9.41
6.0,1.29,119.127,0,0,-1.21,1,0.8642,2.173186268412274,1283.0,0.96,2.41,9.41
4.52,-3.93,102.097,1,0,2.28,0,0.7623,1.8000293592441343,1283.0,0.96,2.41,9.41
6.21,1.03,211.268,1,0,-3.6,2,1.7215,3.220108088040055,1283.0,0.96,2.41,9.41
6.02,-1.27,171.24,1,1,-1.12,0,1.4423,1.73,1283.0,0.96,2.41,9.41
6.3,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1283.0,0.96,2.41,9.41
7.2,1.8,191.19,1,0,-2.65,1,1.3613,2.6020599913279625,1283.0,0.96,2.41,9.41
6.5,2.77,236.3,0,0,-3.79,2,1.87,3.12,1283.0,0.96,2.41,9.41
4.66,-1.22,214.039,0,1,-2.82,0,0.8705,1.81,840.0,0.9,2.6999999999999993,9.7
4.21,-1.22,214.039,0,1,-2.82,0,0.8705,1.81,980.0,2.2,2.0999999999999996,9.1
3.96,-1.22,214.039,0,1,-2.82,0,0.8705,1.81,940.0,2.9,1.3000000000000007,8.3
5.5,1.7,206.28,0,1,-1.38,1,2.0,2.63,69.0,35.0,-1.2999999999999998,5.7
5.3,1.7,206.28,0,1,-1.38,1,2.0,2.63,57.0,30.0,-0.7999999999999998,6.2
5.4,1.7,206.28,0,1,-1.38,1,2.0,2.63,16.0,21.0,-2.0,5.0
5.5,0.29,230.26,0,1,-0.69,2,1.92,2.53,69.0,35.0,-1.2999999999999998,5.7
5.1,0.29,230.26,0,1,-0.69,2,1.92,2.53,57.0,30.0,-0.7999999999999998,6.2
5.0,0.29,230.26,0,1,-0.69,2,1.92,2.53,16.0,21.0,-2.0,5.0
5.0,1.66,152.14,0,0,-1.27,1,1.26,1.94,69.0,35.0,-1.2999999999999998,5.7
4.8,1.66,152.14,0,0,-1.27,1,1.26,1.94,57.0,30.0,-0.7999999999999998,6.2
4.85,1.66,152.14,0,0,-1.27,1,1.26,1.94,16.0,21.0,-2.0,5.0
